actmed,latitude,longitude,Position_Defender,Position_Forward,Position_Goalkeeper,Position_Midfielder,Class_Freshman,Class_Junior,Class_Redshirt Freshman,Class_Senior,Class_Sophomore
26.0,45.6623632,8.7921269,1,0,0,0,0,0,0,1,0
26.0,57.70887,11.97456,1,0,0,0,0,0,0,1,0
26.0,41.90278350000001,12.4963655,1,0,0,0,0,0,0,1,0
26.0,25.7616798,-80.1917902,0,0,0,1,0,0,0,1,0
26.0,41.90278350000001,12.4963655,0,0,0,1,0,0,0,1,0
26.0,64.146582,-21.9426354,0,1,0,0,0,0,0,1,0
26.0,45.133249,10.0226511,0,0,0,1,0,0,0,1,0
26.0,-23.5505199,-46.63330939999999,0,1,0,0,0,0,0,1,0
26.0,48.117266,-1.6777926,0,1,0,0,0,0,0,1,0
26.0,41.90278350000001,12.4963655,1,0,0,0,0,0,0,1,0
26.0,26.1224386,-80.13731740000001,0,0,0,1,0,0,0,1,0
26.0,26.1003654,-80.3997748,1,0,0,0,0,0,0,1,0
26.0,27.767600800000004,-82.64029149999998,1,0,0,0,0,0,0,1,0
26.0,4.710988599999999,-74.072092,0,1,0,0,0,0,0,1,0
26.0,26.007765,-80.2962555,1,0,0,0,0,0,0,1,0
26.0,43.653226,-79.3831843,0,0,0,1,0,0,0,1,0
26.0,33.9715904,-6.8498129,0,1,0,0,0,0,0,1,0
26.0,26.1275862,-80.23310359999998,0,0,0,1,0,0,0,1,0
26.0,3.139003,101.686855,0,0,1,0,0,0,0,1,0
26.0,41.7360305,-72.79502699999998,0,0,0,1,0,0,0,1,0
26.0,-12.0463731,-77.042754,0,1,0,0,0,0,0,1,0
26.0,27.950575,-82.4571776,0,0,1,0,0,0,0,1,0
23.5,-1.2920659,36.821946200000006,0,0,1,0,0,0,0,1,0
23.5,49.342743,2.621833,0,0,1,0,0,0,0,1,0
23.5,26.7153424,-80.0533746,0,0,1,0,0,0,0,1,0
23.5,41.5868353,-93.6249593,1,0,0,0,0,0,0,1,0
23.5,14.6349149,-90.5068824,0,1,0,0,0,0,0,1,0
23.5,-33.4488897,-70.66926550000002,1,0,0,0,0,0,0,1,0
23.5,30.3321838,-81.65565099999998,1,0,0,0,0,0,0,1,0
23.5,54.691745,-1.212926,0,0,0,1,0,0,0,1,0
23.5,28.018632300000004,-82.1128641,0,0,0,1,0,0,0,1,0
23.5,4.710988599999999,-74.072092,0,0,0,1,0,0,0,1,0
23.5,26.839609600000006,-80.10191440000001,0,1,0,0,0,0,0,1,0
23.5,-8.0522404,-34.9286096,0,1,0,0,0,0,0,1,0
23.5,-22.9068467,-43.1728965,0,1,0,0,0,0,0,1,0
23.5,44.0166923,-103.3035094,1,0,0,0,0,0,0,1,0
23.5,-22.9068467,-43.1728965,0,0,0,1,0,0,0,1,0
23.5,42.5998139,-71.3672838,1,0,0,0,0,0,0,1,0
23.5,-33.4488897,-70.66926550000002,1,0,0,0,0,0,0,1,0
23.5,25.7616798,-80.1917902,0,0,0,1,0,0,0,1,0
23.5,26.839609600000006,-80.10191440000001,1,0,0,0,0,0,0,1,0
23.5,42.33142700000001,-83.0457538,0,1,0,0,0,0,0,1,0
23.5,28.8661008,-81.6011843,0,1,0,0,0,0,0,1,0
23.5,41.8781136,-87.62979820000002,1,0,0,0,0,0,0,1,0
23.5,41.90278350000001,12.4963655,0,1,0,0,0,0,0,1,0
23.5,-33.4488897,-70.66926550000002,1,0,0,0,0,0,0,1,0
23.5,-17.8251657,31.03351,0,0,0,1,0,0,0,1,0
23.5,26.934224600000004,-80.09420870000002,1,0,0,0,0,0,0,1,0
23.5,28.0780718,-82.7637127,0,1,0,0,0,0,0,1,0
23.5,26.7153424,-80.0533746,0,0,0,1,0,0,0,1,0
23.5,-30.0346471,-51.2176584,0,1,0,0,0,0,0,1,0
22.0,28.2441768,-82.7192671,0,0,1,0,0,0,0,1,0
22.0,30.1588129,-85.6602058,0,0,1,0,0,0,0,1,0
22.0,47.8677574,12.6384037,0,0,1,0,0,0,0,1,0
22.0,48.561366,-3.148352,1,0,0,0,0,0,0,1,0
22.0,28.0352964,-82.38925959999997,1,0,0,0,0,0,0,1,0
22.0,48.63263999999999,2.312884,1,0,0,0,0,0,0,1,0
22.0,48.813055,2.38822,1,0,0,0,0,0,0,1,0
22.0,52.3666969,4.8945398,1,0,0,0,0,0,0,1,0
22.0,35.44488360000001,-78.4269489,0,1,0,0,0,0,0,1,0
22.0,48.856614,2.3522218999999995,0,0,0,1,0,0,0,1,0
22.0,51.3556649,8.480182800000001,0,1,0,0,0,0,0,1,0
22.0,6.6666004,-1.6162709,0,0,0,1,0,0,0,1,0
22.0,17.3523259,-62.7338581,0,0,0,1,0,0,0,1,0
22.0,28.4831682,-82.5369872,0,0,0,1,0,0,0,1,0
22.0,28.4831682,-82.5369872,0,0,0,1,0,0,0,1,0
22.0,27.950575,-82.4571776,0,0,0,1,0,0,0,1,0
22.0,30.1588129,-85.6602058,0,1,0,0,0,0,0,1,0
22.0,44.8356728,-93.1699618,0,1,0,0,0,0,0,1,0
22.0,33.95260200000001,-84.5499327,1,0,0,0,0,0,0,1,0
22.0,28.5383355,-81.3792365,0,0,0,1,0,0,0,1,0
22.0,28.5494447,-81.77285429999998,0,0,0,1,0,0,0,1,0
22.0,29.1871986,-82.14009229999998,1,0,0,0,0,0,0,1,0
22.0,28.4831682,-82.5369872,0,0,1,0,0,0,0,1,0
24.0,52.48139200000001,-1.468869,0,0,1,0,0,1,0,0,0
24.0,40.6639916,-74.2107006,0,0,1,0,0,1,0,0,0
24.0,59.9138688,10.7522454,1,0,0,0,0,0,0,1,0
24.0,58.24897050000001,8.377625499999999,1,0,0,0,0,1,0,0,0
24.0,51.7174281,9.182622300000002,0,0,0,1,1,0,0,0,0
24.0,36.9741171,-122.0307963,1,0,0,0,0,1,0,0,0
24.0,49.5066753,6.524381299999999,0,1,0,0,1,0,0,0,0
24.0,51.3127114,9.4797461,0,1,0,0,0,0,0,0,1
24.0,43.36191450000001,-5.8493887,0,1,0,0,0,0,0,0,1
24.0,28.521792200000004,-81.46357669999998,0,0,0,1,0,0,0,1,0
24.0,49.04649329999999,12.9799783,0,0,0,1,0,0,0,0,1
24.0,50.9280143,-0.4617075,0,0,0,1,1,0,0,0,0
24.0,17.961126899999996,-76.88939069999998,0,1,0,0,0,1,0,0,0
24.0,47.5316049,21.6273124,0,1,0,0,1,0,0,0,0
24.0,27.950575,-82.4571776,0,1,0,0,1,0,0,0,0
24.0,27.950575,-82.4571776,0,1,0,0,1,0,0,0,0
24.0,40.4167754,-3.7037902,0,1,0,0,0,0,0,1,0
24.0,47.2026836,7.424106599999999,0,0,0,1,0,0,0,0,1
24.0,51.7189205,8.757509299999999,0,1,0,0,0,0,0,1,0
24.0,58.34980030000001,11.935649,1,0,0,0,0,0,0,1,0
24.0,27.950575,-82.4571776,1,0,0,0,1,0,0,0,0
24.0,51.7941523,7.7354791,1,0,0,0,0,0,0,0,1
24.0,-32.3648617,-54.16655060000001,0,0,0,1,1,0,0,0,0
24.0,30.267153000000004,-97.7430608,0,0,0,1,1,0,0,0,0
24.0,40.2383606,-75.5393155,1,0,0,0,1,0,0,0,0
24.0,-34.90111270000001,-56.16453139999999,0,1,0,0,1,0,0,0,0
24.0,26.934224600000004,-80.09420870000002,1,0,0,0,1,0,0,0,0
24.5,32.4640245,-86.45969659999999,0,0,1,0,0,0,0,1,0
24.5,30.5168639,-86.48217199999998,1,0,0,0,0,0,0,1,0
24.5,28.5383355,-81.3792365,1,0,0,0,0,0,0,1,0
24.5,48.851542,2.475907,1,0,0,0,0,0,0,1,0
24.5,30.3321838,-81.65565099999998,1,0,0,0,0,0,0,1,0
24.5,26.7153424,-80.0533746,1,0,0,0,0,0,0,1,0
24.5,27.950575,-82.4571776,0,0,0,1,0,0,0,1,0
24.5,28.802861199999995,-81.269453,0,0,0,1,0,0,0,1,0
24.5,28.291955699999995,-81.40757099999998,0,1,0,0,0,0,0,1,0
24.5,37.3382082,-121.88632859999998,0,0,0,1,0,0,0,1,0
24.5,64.146582,-21.9426354,0,1,0,0,0,0,0,1,0
24.5,30.4382559,-84.28073289999998,0,0,0,1,0,0,0,1,0
24.5,29.9012437,-81.31243409999998,1,0,0,0,0,0,0,1,0
24.5,30.2240897,-92.0198427,0,1,0,0,0,0,0,1,0
24.5,28.669997,-81.20812029999998,0,0,0,1,0,0,0,1,0
24.5,40.6589912,-74.34737170000002,0,0,0,1,0,0,0,1,0
24.5,25.9087056,-80.30866189999998,0,0,0,1,0,0,0,1,0
24.5,30.7541808,-86.5727995,0,0,0,1,0,0,0,1,0
24.5,30.2240897,-92.0198427,0,1,0,0,0,0,0,1,0
24.5,28.5383355,-81.3792365,0,0,0,1,0,0,0,1,0
24.5,30.4109342,-86.91232169999998,0,0,0,1,0,0,0,1,0
24.5,26.3683064,-80.1289321,0,0,0,1,0,0,0,1,0
24.5,28.5383355,-81.3792365,1,0,0,0,0,0,0,1,0
24.5,30.5993603,-87.1610807,0,1,0,0,0,0,0,1,0
24.5,30.42130899999999,-87.2169149,0,1,0,0,0,0,0,1,0
24.5,27.2730492,-80.3582261,0,1,0,0,0,0,0,1,0
24.5,-22.9068467,-43.1728965,0,0,0,1,0,0,0,1,0
24.5,-22.9068467,-43.1728965,0,0,1,0,0,0,0,1,0
24.5,29.6516344,-82.32482619999998,0,0,1,0,0,0,0,1,0
27.5,34.6992579,-86.74833180000002,0,0,1,0,0,0,0,1,0
27.5,35.35014260000001,-80.2000578,0,0,1,0,0,0,0,1,0
27.5,34.2073196,-84.14019259999998,1,0,0,0,0,0,0,1,0
27.5,35.271228,-82.441508,0,1,0,0,0,0,0,1,0
27.5,34.0028786,-84.1446376,0,0,0,1,0,0,0,1,0
27.5,33.9562149,-83.9879625,0,0,0,1,0,0,0,1,0
27.5,34.257038,-85.16467259999997,1,0,0,0,0,0,0,1,0
27.5,34.2073196,-84.14019259999998,0,1,0,0,0,0,0,1,0
27.5,34.0514898,-84.0712997,1,0,0,0,0,0,0,1,0
27.5,34.2073196,-84.14019259999998,1,0,0,0,0,0,0,1,0
27.5,35.5950581,-82.5514869,0,0,0,1,0,0,0,1,0
27.5,34.0028786,-84.1446376,1,0,0,0,0,0,0,1,0
16.5,35.2270869,-80.8431267,0,0,1,0,0,1,0,0,0
16.5,33.4353394,-112.3576567,0,0,1,0,0,0,0,1,0
16.5,39.5331563,-77.314706,0,0,0,1,0,0,0,1,0
16.5,36.0754183,-79.09973470000001,0,0,0,1,0,0,0,1,0
16.5,33.5337464,-82.1306747,1,0,0,0,0,0,0,1,0
16.5,51.3093239,-0.055901,0,0,0,1,0,1,0,0,0
16.5,50.1109221,8.6821267,1,0,0,0,0,0,0,1,0
16.5,54.9776553,-1.6390685,0,0,0,1,0,0,0,1,0
16.5,35.612661,-77.3663538,0,0,0,1,0,1,0,0,0
16.5,51.9851034,5.898729599999999,0,1,0,0,0,0,0,1,0
16.5,44.082781,0.277926,0,0,0,1,0,0,0,1,0
16.5,34.257038,-85.16467259999997,0,1,0,0,0,1,0,0,0
16.5,38.5326217,-76.78385589999998,0,1,0,0,0,1,0,0,0
16.5,53.0003079,-0.40965,1,0,0,0,0,1,0,0,0
16.5,35.6512655,-78.8336218,0,0,0,1,0,1,0,0,0
16.5,51.270363,0.522699,0,0,0,1,0,1,0,0,0
16.5,35.9140196,-81.5389849,1,0,0,0,0,1,0,0,0
16.5,35.108493,-77.04411429999998,1,0,0,0,0,1,0,0,0
16.5,35.262082,-81.18730049999998,1,0,0,0,0,0,0,1,0
16.5,36.0873484,-81.92733620000001,0,0,0,1,0,0,0,1,0
16.5,34.7540524,-77.43024140000001,1,0,0,0,0,1,0,0,0
16.5,35.108493,-77.04411429999998,0,1,0,0,0,1,0,0,0
16.5,35.25986539999999,-80.4253425,1,0,0,0,0,1,0,0,0
16.5,39.768403,-86.158068,0,0,0,1,0,0,0,1,0
16.5,35.7454071,-81.6848188,0,0,0,1,0,0,0,1,0
16.5,35.25986539999999,-80.4253425,0,0,1,0,0,1,0,0,0
16.5,35.1954345,-79.4694767,1,0,0,0,0,0,0,1,0
16.5,-23.5505199,-46.63330939999999,0,0,1,0,0,0,0,1,0
16.5,54.9776553,-1.6390685,1,0,0,0,0,0,0,1,0
16.5,57.477773,-4.224721,0,0,0,1,0,0,0,1,0
16.5,51.5073509,-0.12775830000000002,0,0,0,1,0,0,0,1,0
16.5,34.2073196,-84.14019259999998,0,1,0,0,0,0,0,1,0
16.5,49.192329,-98.0977324,0,0,0,1,0,0,0,1,0
16.5,56.320235,-3.010137,0,0,0,1,0,0,0,1,0
16.5,34.5970402,-83.7632366,0,1,0,0,0,0,0,1,0
16.5,39.0482969,-95.7043187,0,0,0,1,0,0,0,1,0
16.5,34.8761989,-83.95824119999997,0,1,0,0,0,0,0,1,0
16.5,53.567124,-2.1213199,0,0,0,1,0,0,0,1,0
16.5,54.664097,-2.752708,0,0,1,0,0,0,0,1,0
16.5,53.662525,-2.777085,0,0,1,0,0,0,0,1,0
16.5,51.53587899999999,0.696966,1,0,0,0,0,0,0,1,0
16.5,33.009580199999995,-83.5337816,1,0,0,0,0,0,0,1,0
16.5,34.7698021,-84.9702228,0,0,0,1,0,0,0,1,0
16.5,55.424117,-5.605373999999999,1,0,0,0,0,0,0,1,0
16.5,53.34980529999999,-6.2603097000000005,0,0,0,1,0,0,0,1,0
16.5,10.0910494,-61.52528270000001,0,1,0,0,0,0,0,1,0
16.5,40.27982739999999,-75.2993417,1,0,0,0,0,0,0,1,0
16.5,53.8007554,-1.5490774,1,0,0,0,0,0,0,1,0
16.5,34.185101700000004,-83.9251809,1,0,0,0,0,0,0,1,0
16.5,10.1702737,-61.67133860000001,1,0,0,0,0,0,0,1,0
16.5,33.5967815,-83.86018270000002,0,1,0,0,0,0,0,1,0
16.5,33.521501300000004,-84.3538128,0,1,0,0,0,0,0,1,0
16.5,34.2073196,-84.14019259999998,0,0,1,0,0,0,0,1,0
16.5,34.1206564,-84.0043513,0,0,0,1,0,0,0,1,0
16.5,57.10711800000001,12.252090699999998,1,0,0,0,0,0,0,1,0
16.5,52.5735743,-1.208212,1,0,0,0,0,0,0,1,0
16.5,43.552847,7.017369,1,0,0,0,0,0,0,1,0
16.5,40.596461700000006,-3.5016452000000005,0,1,0,0,0,0,0,1,0
16.5,47.7482524,-3.3702449,0,0,0,1,0,0,0,1,0
16.5,48.856614,2.3522218999999995,0,0,0,1,0,0,0,1,0
16.5,52.336916,-6.4633381,0,1,0,0,0,0,0,1,0
16.5,44.01768120000001,-103.2413954,0,1,0,0,0,0,0,1,0
16.5,33.9562149,-83.9879625,1,0,0,0,0,0,0,1,0
16.5,34.0232431,-84.36155550000002,0,0,0,1,0,0,0,1,0
16.5,52.0302285,8.532470800000002,0,0,0,1,0,0,0,1,0
16.5,47.82099,-4.229674999999999,0,0,0,1,0,1,0,0,0
16.5,51.316774,-0.5600349,1,0,0,0,0,1,0,0,0
16.5,33.5206608,-86.80248999999998,1,0,0,0,0,0,0,1,0
16.5,34.07537620000001,-84.2940899,0,0,0,1,0,0,0,1,0
16.5,19.041439800000006,-98.2062727,0,0,0,1,0,0,0,1,0
16.5,-35.2809368,149.1300092,0,1,0,0,0,1,0,0,0
16.5,38.7890109,0.1660813,0,0,0,1,0,0,0,1,0
16.5,30.0130557,31.2088526,0,0,0,1,0,0,0,1,0
16.5,34.3372664,-84.3779515,1,0,0,0,0,0,0,1,0
16.5,51.5073509,-0.12775830000000002,0,0,0,1,0,0,0,1,0
16.5,33.8389977,-83.90073819999998,1,0,0,0,0,0,0,1,0
16.5,33.8389977,-83.90073819999998,0,0,1,0,0,0,0,1,0
16.5,59.85856380000001,17.6389267,0,0,1,0,0,0,0,1,0
16.5,38.3459963,-0.4906855,0,0,0,1,0,1,0,0,0
16.5,53.8007554,-1.5490774,0,0,0,1,0,0,0,1,0
16.5,-26.2041028,28.047305100000006,0,0,1,0,0,0,0,1,0
16.5,50.73743,7.0982068,0,0,0,1,0,0,0,1,0
16.5,58.41080700000001,15.6213728,0,0,0,1,0,0,0,1,0
16.5,55.85942499999999,-4.2606237,1,0,0,0,0,0,0,1,0
16.5,39.8220535,-75.82744129999998,0,1,0,0,0,0,0,1,0
16.5,-33.448011,151.44446100000005,0,0,0,1,0,0,0,1,0
16.5,41.6488226,-0.8890853000000001,1,0,0,0,0,0,0,1,0
16.5,40.4167754,-3.7037902,0,0,0,1,0,0,0,1,0
16.5,40.20678839999999,-75.099807,0,1,0,0,0,0,0,1,0
16.5,-20.347782100000003,-40.2949528,0,0,0,1,0,0,0,1,0
16.5,58.41080700000001,15.6213728,0,0,0,1,0,0,0,1,0
16.5,50.73743,7.0982068,0,0,0,1,0,0,0,1,0
16.5,39.8912248,-74.9218324,1,0,0,0,0,0,0,1,0
16.5,40.0064958,-75.70327420000002,0,0,0,1,0,1,0,0,0
16.5,39.84677670000001,-75.7116032,0,0,0,1,0,0,0,1,0
16.5,55.844295,12.4221119,0,0,0,1,0,1,0,0,0
16.5,-22.9329252,-47.073845,0,1,0,0,0,0,0,1,0
16.5,-26.7547956,-48.7291822,0,0,0,1,0,0,0,1,0
16.5,39.0839973,-77.1527578,0,0,0,1,0,0,0,1,0
16.5,-23.5505199,-46.63330939999999,0,1,0,0,0,0,0,1,0
16.5,-22.9068467,-43.1728965,0,0,0,1,0,0,0,1,0
16.5,5.037739599999999,7.9127945,1,0,0,0,0,1,0,0,0
16.5,51.2362218,-0.5727574999999999,0,0,0,1,0,0,0,1,0
27.5,34.805079,-85.02744709999997,0,0,1,0,0,0,0,1,0
27.5,34.9775757,-85.35773630000001,0,0,1,0,0,0,0,1,0
27.5,34.1748208,-86.84361240000001,0,0,1,0,0,0,0,1,0
27.5,34.257038,-85.16467259999997,0,1,0,0,0,0,0,1,0
27.5,35.1168131,-80.72368039999998,0,0,0,1,0,0,0,1,0
27.5,34.9775757,-85.35773630000001,0,1,0,0,0,0,0,1,0
27.5,34.9775757,-85.35773630000001,0,0,0,1,0,0,0,1,0
27.5,35.2334472,-82.73429190000002,1,0,0,0,0,0,0,1,0
27.5,34.85261759999999,-82.3940104,0,0,0,1,0,0,0,1,0
27.5,26.271192,-80.27060440000002,0,0,0,1,0,0,0,1,0
27.5,37.7030646,-85.8649408,0,1,0,0,0,0,0,1,0
27.5,34.9775757,-85.35773630000001,1,0,0,0,0,0,0,1,0
27.5,33.7489954,-84.3879824,1,0,0,0,0,0,0,1,0
27.5,-1.2920659,36.821946200000006,0,1,0,0,0,0,0,1,0
27.5,34.9245935,-80.74340190000002,0,0,0,1,0,0,0,1,0
27.5,35.3692877,-81.9567716,0,0,0,1,0,0,0,1,0
27.5,26.1224386,-80.13731740000001,1,0,0,0,0,0,0,1,0
27.5,35.0456297,-85.3096801,1,0,0,0,0,0,0,1,0
27.5,28.5383355,-81.3792365,0,0,0,1,0,0,0,1,0
27.5,34.85261759999999,-82.3940104,1,0,0,0,0,0,0,1,0
27.5,35.7112642,-78.61417089999998,1,0,0,0,0,0,0,1,0
27.5,34.85261759999999,-82.3940104,1,0,0,0,0,0,0,1,0
27.5,34.6992579,-86.74833180000002,0,0,0,1,0,0,0,1,0
27.5,28.151124300000006,-82.4614831,0,1,0,0,0,0,0,1,0
27.5,29.7604267,-95.3698028,0,0,0,1,0,0,0,1,0
27.5,38.30318370000001,-77.46053990000001,0,0,0,1,0,0,0,1,0
19.5,33.8901036,-84.14297189999998,0,0,1,0,0,0,0,1,0
19.5,32.6130007,-83.624201,1,0,0,0,0,0,0,1,0
19.5,32.0723861,-84.23268759999998,0,0,0,1,0,0,0,1,0
19.5,32.0723861,-84.23268759999998,0,1,0,0,0,0,0,1,0
19.5,33.7870711,-84.3873598,0,1,0,0,0,0,0,1,0
19.5,41.9270367,-73.9973608,0,1,0,0,0,0,0,1,0
19.5,33.8545479,-84.21714240000001,1,0,0,0,0,0,0,1,0
19.5,32.4609764,-84.9877094,0,0,0,1,0,0,0,1,0
19.5,33.448644300000005,-84.45508709999999,1,0,0,0,0,0,0,1,0
19.5,33.4712253,-84.59715240000001,1,0,0,0,0,0,0,1,0
19.5,32.4609764,-84.9877094,0,0,0,1,0,0,0,1,0
19.5,30.8774132,-84.2012897,1,0,0,0,0,0,0,1,0
19.5,33.4473361,-84.1468616,0,0,0,1,0,0,0,1,0
19.5,33.82319879999999,-83.44301180000002,0,0,0,1,0,0,0,1,0
19.5,33.0801429,-83.2320991,1,0,0,0,0,0,0,1,0
19.5,32.4609764,-84.9877094,0,0,0,1,0,0,0,1,0
19.5,31.6074365,-81.88539240000001,0,0,0,1,0,0,0,1,0
19.5,23.7369164,-99.1411154,0,0,0,1,0,0,0,1,0
22.5,30.2400058,-81.3852595,0,0,1,0,0,1,0,0,0
22.5,63.4305149,10.3950528,0,0,1,0,0,1,0,0,0
22.5,64.146582,-21.9426354,0,0,1,0,1,0,0,0,0
22.5,56.162939,10.203921,1,0,0,0,0,1,0,0,0
22.5,39.744655,-75.54839090000002,1,0,0,0,0,1,0,0,0
22.5,39.24294,-94.66003719999999,1,0,0,0,0,0,0,1,0
22.5,33.4473361,-84.1468616,0,1,0,0,0,0,0,1,0
22.5,40.4167754,-3.7037902,1,0,0,0,0,0,0,0,1
22.5,34.2978794,-83.8240663,1,0,0,0,0,0,0,1,0
22.5,40.4167754,-3.7037902,0,0,0,1,0,0,0,1,0
22.5,27.767600800000004,-82.64029149999998,1,0,0,0,0,0,0,1,0
22.5,34.0028786,-84.1446376,0,1,0,0,0,0,0,1,0
22.5,42.5803122,-83.0302033,0,0,0,1,0,0,0,1,0
22.5,55.6760968,12.568337199999998,0,0,0,1,0,1,0,0,0
22.5,52.9525128,-1.1470777,0,1,0,0,1,0,0,0,0
22.5,33.7489954,-84.3879824,1,0,0,0,0,0,0,1,0
22.5,33.95260200000001,-84.5499327,0,0,0,1,0,0,0,1,0
22.5,60.00458620000001,11.0328,0,0,0,1,0,1,0,0,0
22.5,27.950575,-82.4571776,0,1,0,0,0,0,0,1,0
22.5,33.9462125,-84.3346473,0,0,0,1,0,1,0,0,0
22.5,31.5785074,-84.15574099999998,0,0,0,1,0,0,1,0,0
22.5,32.6130007,-83.624201,1,0,0,0,0,1,0,0,0
22.5,34.07537620000001,-84.2940899,0,1,0,0,0,0,0,1,0
22.5,33.0198431,-96.6988856,1,0,0,0,0,1,0,0,0
22.5,33.5442781,-84.23380929999998,0,0,0,1,0,0,0,1,0
22.5,32.216316,-80.752608,0,0,0,1,0,0,0,1,0
22.5,34.0232431,-84.36155550000002,0,0,0,1,0,1,0,0,0
22.5,33.7489954,-84.3879824,0,0,0,1,0,1,0,0,0
22.5,64.02910539999999,-21.9684626,0,0,0,1,0,0,0,1,0
22.5,33.5337464,-82.1306747,0,0,0,1,0,1,0,0,0
22.5,30.3321838,-81.65565099999998,0,0,1,0,0,1,0,0,0
23.0,34.101487299999995,-84.5193754,0,0,1,0,0,1,0,0,0
23.0,32.6562167,-115.4766956,0,0,1,0,0,1,0,0,0
23.0,50.8518324,-0.9847131999999998,1,0,0,0,0,1,0,0,0
23.0,32.6562167,-115.4766956,1,0,0,0,0,0,0,1,0
23.0,25.7616798,-80.1917902,1,0,0,0,0,1,0,0,0
23.0,34.1321631,-84.30066599999998,1,0,0,0,1,0,0,0,0
23.0,53.4869569,-2.642566,0,0,0,1,1,0,0,0,0
23.0,43.3633001,-81.47215349999998,0,1,0,0,0,1,0,0,0
23.0,51.113338,-2.4528950000000003,0,0,0,1,1,0,0,0,0
23.0,51.4414579,-0.0117006,0,1,0,0,0,0,0,1,0
23.0,54.1159778,12.2050802,0,0,0,1,0,0,0,1,0
23.0,53.7632254,-2.7044052000000005,0,0,0,1,1,0,0,0,0
23.0,32.8406946,-83.6324022,1,0,0,0,0,0,0,1,0
23.0,-37.68779749999999,176.1651295,0,0,0,1,0,0,0,0,1
23.0,34.2073196,-84.14019259999998,0,1,0,0,0,0,0,1,0
23.0,53.8007554,-1.5490774,1,0,0,0,0,0,0,0,1
23.0,34.0659329,-84.67687959999998,1,0,0,0,1,0,0,0,0
23.0,33.9562149,-83.9879625,0,0,0,1,0,0,0,1,0
23.0,32.2371465,-80.8603868,0,1,0,0,1,0,0,0,0
23.0,51.02290900000001,-0.4514619999999999,1,0,0,0,0,1,0,0,0
23.0,51.410457,-0.8338610000000001,0,0,0,1,0,0,0,1,0
23.0,32.5437575,-83.5960161,0,0,0,1,1,0,0,0,0
23.0,33.9412127,-84.2135309,0,1,0,0,1,0,0,0,0
23.0,33.9412127,-84.2135309,0,0,0,1,1,0,0,0,0
23.0,35.1495343,-90.0489801,0,1,0,0,0,0,0,0,1
23.0,33.95260200000001,-84.5499327,0,0,1,0,1,0,0,0,0
21.0,39.9356016,-91.4098726,0,0,1,0,0,0,0,1,0
21.0,38.8106075,-90.6998477,0,0,1,0,0,0,0,1,0
21.0,-33.4488897,-70.66926550000002,0,0,0,1,0,0,0,1,0
21.0,36.8656008,-87.4886186,0,0,0,1,0,0,0,1,0
21.0,-25.4808762,-49.3044253,1,0,0,0,0,0,0,1,0
21.0,-33.4488897,-70.66926550000002,0,0,0,1,0,0,0,1,0
21.0,-33.4488897,-70.66926550000002,0,0,0,1,0,0,0,1,0
21.0,43.5322015,-5.6611195,0,0,0,1,0,0,0,1,0
21.0,41.1399814,-104.8202462,0,0,0,1,0,0,0,1,0
21.0,-23.5505199,-46.63330939999999,0,1,0,0,0,0,0,1,0
21.0,-23.5505199,-46.63330939999999,0,0,0,1,0,0,0,1,0
21.0,-33.4488897,-70.66926550000002,0,0,0,1,0,0,0,1,0
21.0,38.95170529999999,-92.3340724,0,0,0,1,0,0,0,1,0
21.0,-33.4488897,-70.66926550000002,0,1,0,0,0,0,0,1,0
21.0,-25.4808762,-49.3044253,0,0,0,1,0,0,0,1,0
21.0,40.4167754,-3.7037902,0,0,0,1,0,0,0,1,0
21.0,22.1564699,-100.9855409,0,1,0,0,0,0,0,1,0
21.0,40.4167754,-3.7037902,0,0,0,1,0,0,0,1,0
21.0,41.11888270000001,1.2444909,1,0,0,0,0,0,0,1,0
21.0,38.5950532,-90.5462339,0,0,0,1,0,0,0,1,0
21.0,38.6950335,-92.3087977,1,0,0,0,0,0,0,1,0
21.0,33.8020718,-117.8636897,1,0,0,0,0,0,0,1,0
21.0,38.6270025,-90.1994042,1,0,0,0,0,0,0,1,0
21.0,34.7464809,-92.2895948,1,0,0,0,0,0,0,1,0
21.0,-2.5299669,-44.2567292,0,1,0,0,0,0,0,1,0
21.0,34.0232431,-84.36155550000002,0,0,1,0,0,0,0,1,0
21.0,33.4473361,-84.1468616,0,0,0,1,0,0,0,1,0
21.0,34.0232431,-84.36155550000002,0,0,0,1,0,0,0,1,0
21.0,30.7971318,-86.681344,0,1,0,0,0,0,0,1,0
21.0,30.9037995,-84.57546990000002,1,0,0,0,0,0,0,1,0
21.0,28.2716755,-82.71954509999998,0,0,0,1,0,0,0,1,0
21.0,33.7489954,-84.3879824,0,1,0,0,0,0,0,1,0
21.0,34.0232431,-84.36155550000002,0,0,0,1,0,0,0,1,0
21.0,33.0362218,-85.0322444,1,0,0,0,0,0,0,1,0
21.0,33.0937361,-84.57381509999998,1,0,0,0,0,0,0,1,0
21.0,33.9244531,-84.8413056,1,0,0,0,0,0,0,1,0
21.0,32.4609764,-84.9877094,0,1,0,0,0,0,0,1,0
21.0,33.246780699999995,-84.26409040000001,1,0,0,0,0,0,0,1,0
21.0,33.7028848,-85.1832821,0,0,1,0,0,0,0,1,0
21.0,33.7939953,-84.66048990000002,1,0,0,0,0,0,0,1,0
21.0,33.3459495,-84.109083,0,0,0,1,0,0,0,1,0
21.0,33.0362218,-85.0322444,1,0,0,0,0,0,0,1,0
