act_cluster,geo_cluster,Position_Defender,Position_Forward,Position_Goalkeeper,Position_Midfielder,Class_Freshman,Class_Junior,Class_Redshirt Freshman,Class_Senior,Class_Sophomore,college_name,admit_rate
0,0,0,0,1,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,0,0,1,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,1,0,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,0,0,0,1,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,0,0,0,1,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,1,0,0,0,1,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,0,1,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,1,0,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,0,1,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,0,1,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,0,1,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,1,0,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,5,0,0,0,1,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,0,1,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,1,0,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,0,0,0,1,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,8,1,0,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,1,0,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,1,0,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,0,0,0,1,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,0,1,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,0,1,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,0,0,0,1,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,0,0,0,0,1,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
0,11,1,0,0,0,0,0,0,1,0,Alabama-Huntsville,0.8062317429406037
1,1,0,0,1,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,0,0,0,1,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,11,1,0,0,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,0,0,0,0,1,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,7,1,0,0,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,1,0,0,0,1,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,0,0,1,0,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,1,0,1,0,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,3,0,1,0,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,11,0,1,0,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,0,0,1,0,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,0,0,1,0,0,0,0,0,1,0,Auburn Montgomery,0.8370786516853933
1,0,0,0,1,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,1,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,1,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,1,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,1,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,8,0,1,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,3,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,0,1,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,1,0,0,0,0,0,0,1,0,Huntingdon,0.6278911564625851
1,0,0,0,1,0,0,0,0,1,0,Huntingdon,0.6278911564625851
3,1,0,0,1,0,0,1,0,0,0,Montevallo,0.8729241877256317
3,0,1,0,0,0,1,0,0,0,0,Montevallo,0.8729241877256317
3,3,1,0,0,0,0,0,0,1,0,Montevallo,0.8729241877256317
3,0,0,0,0,1,0,0,0,1,0,Montevallo,0.8729241877256317
3,2,1,0,0,0,1,0,0,0,0,Montevallo,0.8729241877256317
3,1,0,0,0,1,0,0,0,0,1,Montevallo,0.8729241877256317
3,1,0,0,0,1,0,1,0,0,0,Montevallo,0.8729241877256317
3,0,0,1,0,0,0,0,0,0,1,Montevallo,0.8729241877256317
3,11,0,1,0,0,0,1,0,0,0,Montevallo,0.8729241877256317
3,11,0,1,0,0,0,0,0,0,1,Montevallo,0.8729241877256317
3,4,1,0,0,0,0,0,0,1,0,Montevallo,0.8729241877256317
3,4,1,0,0,0,1,0,0,0,0,Montevallo,0.8729241877256317
3,10,0,0,0,1,0,0,0,0,1,Montevallo,0.8729241877256317
3,1,0,0,0,1,0,0,0,0,1,Montevallo,0.8729241877256317
3,11,0,1,0,0,0,1,0,0,0,Montevallo,0.8729241877256317
3,6,1,0,0,0,1,0,0,0,0,Montevallo,0.8729241877256317
3,1,0,0,0,1,1,0,0,0,0,Montevallo,0.8729241877256317
3,10,1,0,0,0,0,0,0,0,1,Montevallo,0.8729241877256317
3,0,0,0,0,1,0,0,0,1,0,Montevallo,0.8729241877256317
3,0,1,0,0,0,0,1,0,0,0,Montevallo,0.8729241877256317
3,0,0,0,0,1,0,1,0,0,0,Montevallo,0.8729241877256317
3,11,1,0,0,0,0,1,0,0,0,Montevallo,0.8729241877256317
3,10,0,0,0,1,0,0,0,0,1,Montevallo,0.8729241877256317
3,0,0,0,0,1,1,0,0,0,0,Montevallo,0.8729241877256317
3,4,0,0,1,0,1,0,0,0,0,Montevallo,0.8729241877256317
3,0,0,0,1,0,0,0,0,0,1,Montevallo,0.8729241877256317
3,0,0,0,1,0,0,0,0,1,0,Montevallo,0.8729241877256317
3,0,0,0,1,0,0,0,0,1,0,Spring Hill,0.4627046694966647
3,1,1,0,0,0,1,0,0,0,0,Spring Hill,0.4627046694966647
3,1,1,0,0,0,0,0,0,0,1,Spring Hill,0.4627046694966647
3,11,1,0,0,0,1,0,0,0,0,Spring Hill,0.4627046694966647
3,1,1,0,0,0,0,0,0,0,1,Spring Hill,0.4627046694966647
3,11,0,0,0,1,1,0,0,0,0,Spring Hill,0.4627046694966647
3,1,0,1,0,0,0,0,0,1,0,Spring Hill,0.4627046694966647
3,11,0,0,0,1,0,0,0,0,1,Spring Hill,0.4627046694966647
3,11,0,1,0,0,0,0,0,0,1,Spring Hill,0.4627046694966647
3,1,0,0,0,1,0,1,0,0,0,Spring Hill,0.4627046694966647
3,9,1,0,0,0,0,1,0,0,0,Spring Hill,0.4627046694966647
3,11,0,0,0,1,0,0,0,0,1,Spring Hill,0.4627046694966647
3,1,0,0,1,0,0,0,0,0,1,Spring Hill,0.4627046694966647
3,1,1,0,0,0,0,1,0,0,0,Spring Hill,0.4627046694966647
3,1,0,0,0,1,0,0,0,0,1,Spring Hill,0.4627046694966647
3,0,0,1,0,0,0,0,0,1,0,Spring Hill,0.4627046694966647
3,11,0,1,0,0,0,1,0,0,0,Spring Hill,0.4627046694966647
3,6,0,0,0,1,1,0,0,0,0,Spring Hill,0.4627046694966647
3,1,0,1,0,0,1,0,0,0,0,Spring Hill,0.4627046694966647
3,1,0,0,0,1,0,1,0,0,0,Spring Hill,0.4627046694966647
3,9,0,0,0,1,0,1,0,0,0,Spring Hill,0.4627046694966647
3,11,0,1,0,0,0,0,0,0,1,Spring Hill,0.4627046694966647
3,1,0,0,0,1,0,0,0,0,1,Spring Hill,0.4627046694966647
3,9,0,0,0,1,0,0,0,0,1,Spring Hill,0.4627046694966647
3,8,0,0,0,1,0,0,0,1,0,Spring Hill,0.4627046694966647
3,1,1,0,0,0,0,0,0,1,0,Spring Hill,0.4627046694966647
3,0,0,0,0,1,0,0,0,0,1,Spring Hill,0.4627046694966647
3,10,1,0,0,0,0,0,0,0,1,Spring Hill,0.4627046694966647
3,1,0,0,1,0,0,0,0,0,1,Spring Hill,0.4627046694966647
3,1,0,0,1,0,0,1,0,0,0,Spring Hill,0.4627046694966647
4,3,0,0,1,0,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,3,1,0,0,0,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,3,0,0,0,1,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,3,0,0,0,1,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,4,0,1,0,0,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,10,0,0,0,1,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,3,1,0,0,0,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,10,1,0,0,0,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,3,0,0,0,1,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,3,1,0,0,0,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,4,0,1,0,0,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,6,0,0,0,1,0,0,0,1,0,Arizona Christian,0.6075581395348837
4,10,0,0,0,1,0,0,0,1,0,Arizona Christian,0.6075581395348837
3,1,0,0,1,0,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,1,1,0,0,0,0,0,0,1,0,Central Arkansas,0.8996993714129543
3,10,1,0,0,0,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,10,1,0,0,0,0,0,0,0,1,Central Arkansas,0.8996993714129543
3,10,0,0,0,1,0,0,0,1,0,Central Arkansas,0.8996993714129543
3,11,1,0,0,0,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,1,0,0,0,1,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,1,0,0,0,1,0,0,0,0,1,Central Arkansas,0.8996993714129543
3,3,0,0,0,1,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,1,0,1,0,0,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,1,0,0,0,1,0,0,0,1,0,Central Arkansas,0.8996993714129543
3,1,0,1,0,0,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,1,1,0,0,0,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,10,0,0,0,1,0,0,0,1,0,Central Arkansas,0.8996993714129543
3,9,0,0,0,1,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,11,1,0,0,0,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,10,0,1,0,0,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,5,0,0,0,1,0,0,0,0,1,Central Arkansas,0.8996993714129543
3,3,1,0,0,0,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,3,0,1,0,0,0,0,0,0,1,Central Arkansas,0.8996993714129543
3,11,1,0,0,0,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,1,0,0,1,0,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,1,0,0,1,0,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,0,0,0,0,1,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,10,0,0,1,0,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,5,0,0,0,1,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,1,0,1,0,0,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,10,0,0,0,1,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,8,0,0,0,1,0,1,0,0,0,Central Arkansas,0.8996993714129543
3,10,0,1,0,0,1,0,0,0,0,Central Arkansas,0.8996993714129543
3,8,0,0,1,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,0,1,0,0,0,0,1,0,Harding,0.7628440366972477
3,0,0,1,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,9,1,0,0,0,0,1,0,0,0,Harding,0.7628440366972477
3,10,0,1,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,1,0,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,0,0,1,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,1,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,0,0,1,0,0,0,1,0,Harding,0.7628440366972477
3,4,0,0,0,1,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,1,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,1,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,1,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,0,0,1,0,1,0,0,0,Harding,0.7628440366972477
3,10,1,0,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,1,0,0,0,1,0,0,0,Harding,0.7628440366972477
3,10,0,0,0,1,0,0,0,1,0,Harding,0.7628440366972477
3,10,1,0,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,4,0,0,0,1,0,0,0,1,0,Harding,0.7628440366972477
3,10,1,0,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,8,0,0,0,1,0,0,0,1,0,Harding,0.7628440366972477
3,8,0,1,0,0,0,1,0,0,0,Harding,0.7628440366972477
3,10,0,0,0,1,0,1,0,0,0,Harding,0.7628440366972477
3,10,1,0,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,1,0,0,0,0,0,0,1,0,Harding,0.7628440366972477
3,10,0,0,0,1,0,0,0,1,0,Harding,0.7628440366972477
3,0,0,0,1,0,0,0,0,1,0,Harding,0.7628440366972477
0,10,0,0,1,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,1,0,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,0,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,10,1,0,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,1,0,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,1,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,8,0,1,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,8,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,8,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,0,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,10,1,0,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,8,1,0,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,9,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,1,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,1,0,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,0,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,1,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,8,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,1,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,7,0,1,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,3,1,0,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,8,0,0,1,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,7,0,1,0,0,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,0,0,1,0,0,0,1,0,Hendrix,0.803941908713693
0,10,0,0,1,0,0,0,0,1,0,Hendrix,0.803941908713693
3,10,0,0,1,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,0,1,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,1,0,0,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,0,0,1,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,1,0,0,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,1,0,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,1,0,0,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,0,0,1,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,0,0,1,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,1,0,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,1,0,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,0,0,1,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,1,0,0,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,10,0,1,0,0,0,0,0,1,0,Ouachita Baptist,0.7011494252873564
3,3,0,0,1,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,1,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,1,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,10,1,0,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,5,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,1,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,1,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,1,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,1,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,1,0,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,9,0,1,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,1,0,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,1,0,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,1,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,3,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,3,1,0,0,0,0,0,0,1,0,Biola,0.7286129568106312
3,10,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
3,1,0,0,0,1,0,0,0,1,0,Biola,0.7286129568106312
1,3,0,0,1,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,1,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,10,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,9,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,11,0,1,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,8,0,1,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,1,0,0,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,1,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,8,0,1,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,9,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,0,1,0,0,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,10,0,1,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,9,0,1,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,1,0,0,0,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,1,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,10,0,1,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,1,0,0,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,1,0,0,0,0,1,0,Cal State Fullerton,0.4579146212958442
1,3,0,0,0,1,1,0,0,0,0,Cal State Fullerton,0.4579146212958442
1,3,0,1,0,0,0,1,0,0,0,Cal State Fullerton,0.4579146212958442
4,3,0,0,1,0,1,0,0,0,0,Sacramento State,0.696782052583494
4,3,0,0,1,0,1,0,0,0,0,Sacramento State,0.696782052583494
4,3,0,0,1,0,0,1,0,0,0,Sacramento State,0.696782052583494
4,3,1,0,0,0,0,0,0,0,1,Sacramento State,0.696782052583494
4,3,1,0,0,0,0,1,0,0,0,Sacramento State,0.696782052583494
4,11,1,0,0,0,0,0,0,1,0,Sacramento State,0.696782052583494
4,3,1,0,0,0,0,1,0,0,0,Sacramento State,0.696782052583494
4,3,0,1,0,0,1,0,0,0,0,Sacramento State,0.696782052583494
4,3,0,0,0,1,0,0,0,0,1,Sacramento State,0.696782052583494
4,3,0,1,0,0,0,0,0,0,1,Sacramento State,0.696782052583494
4,3,0,1,0,0,1,0,0,0,0,Sacramento State,0.696782052583494
4,3,0,0,0,1,0,0,0,1,0,Sacramento State,0.696782052583494
4,3,0,1,0,0,0,0,0,1,0,Sacramento State,0.696782052583494
4,3,1,0,0,0,0,0,0,1,0,Sacramento State,0.696782052583494
2,3,0,0,1,0,1,0,0,0,0,California,0.1799828248294635
2,3,0,0,1,0,0,0,0,1,0,California,0.1799828248294635
2,3,1,0,0,0,0,0,0,0,1,California,0.1799828248294635
2,3,1,0,0,0,0,0,0,1,0,California,0.1799828248294635
2,3,1,0,0,0,0,0,0,0,1,California,0.1799828248294635
2,3,0,1,0,0,0,0,0,0,1,California,0.1799828248294635
2,3,0,0,0,1,1,0,0,0,0,California,0.1799828248294635
2,3,0,0,0,1,0,0,0,0,1,California,0.1799828248294635
2,3,0,1,0,0,0,0,0,1,0,California,0.1799828248294635
2,3,0,1,0,0,0,1,0,0,0,California,0.1799828248294635
2,3,0,1,0,0,0,0,0,0,1,California,0.1799828248294635
2,3,0,0,0,1,1,0,0,0,0,California,0.1799828248294635
2,3,0,0,0,1,0,0,0,0,1,California,0.1799828248294635
2,3,0,0,0,1,1,0,0,0,0,California,0.1799828248294635
2,3,0,0,0,1,0,1,0,0,0,California,0.1799828248294635
2,3,0,0,0,1,1,0,0,0,0,California,0.1799828248294635
2,3,1,0,0,0,0,1,0,0,0,California,0.1799828248294635
2,3,0,1,0,0,0,0,0,0,1,California,0.1799828248294635
2,3,0,0,1,0,0,0,0,0,1,California,0.1799828248294635
2,3,0,1,0,0,1,0,0,0,0,California,0.1799828248294635
2,3,0,0,0,1,1,0,0,0,0,California,0.1799828248294635
2,3,0,0,1,0,0,0,0,1,0,California,0.1799828248294635
2,3,1,0,0,0,1,0,0,0,0,California,0.1799828248294635
2,3,0,0,0,1,0,0,0,0,1,California,0.1799828248294635
2,3,1,0,0,0,1,0,0,0,0,California,0.1799828248294635
2,3,0,0,0,1,1,0,0,0,0,California,0.1799828248294635
0,10,0,0,1,0,0,0,0,1,0,UC Irvine,0.4238874635052641
0,3,1,0,0,0,0,1,0,0,0,UC Irvine,0.4238874635052641
0,3,1,0,0,0,0,1,0,0,0,UC Irvine,0.4238874635052641
0,3,1,0,0,0,1,0,0,0,0,UC Irvine,0.4238874635052641
0,1,1,0,0,0,0,1,0,0,0,UC Irvine,0.4238874635052641
0,3,0,0,0,1,1,0,0,0,0,UC Irvine,0.4238874635052641
0,3,0,0,0,1,0,1,0,0,0,UC Irvine,0.4238874635052641
0,3,0,0,0,1,0,1,0,0,0,UC Irvine,0.4238874635052641
0,5,0,1,0,0,0,1,0,0,0,UC Irvine,0.4238874635052641
0,3,0,1,0,0,0,0,0,1,0,UC Irvine,0.4238874635052641
0,3,0,0,0,1,1,0,0,0,0,UC Irvine,0.4238874635052641
0,3,1,0,0,0,1,0,0,0,0,UC Irvine,0.4238874635052641
0,3,1,0,0,0,1,0,0,0,0,UC Irvine,0.4238874635052641
0,3,0,0,0,1,0,1,0,0,0,UC Irvine,0.4238874635052641
0,3,1,0,0,0,0,0,0,0,1,UC Irvine,0.4238874635052641
0,3,0,0,0,1,1,0,0,0,0,UC Irvine,0.4238874635052641
0,3,0,0,0,1,0,0,0,0,1,UC Irvine,0.4238874635052641
0,3,0,0,0,1,0,1,0,0,0,UC Irvine,0.4238874635052641
0,3,0,0,1,0,0,0,0,0,1,UC Irvine,0.4238874635052641
0,3,0,0,0,1,1,0,0,0,0,UC Irvine,0.4238874635052641
0,1,0,1,0,0,1,0,0,0,0,UC Irvine,0.4238874635052641
0,3,0,1,0,0,0,1,0,0,0,UC Irvine,0.4238874635052641
0,9,0,0,0,1,0,0,0,1,0,UC Irvine,0.4238874635052641
0,3,1,0,0,0,0,1,0,0,0,UC Irvine,0.4238874635052641
0,5,0,0,0,1,0,0,0,0,1,UC Irvine,0.4238874635052641
0,3,0,1,0,0,1,0,0,0,0,UC Irvine,0.4238874635052641
0,3,1,0,0,0,1,0,0,0,0,UC Irvine,0.4238874635052641
0,3,0,0,0,1,1,0,0,0,0,UC Irvine,0.4238874635052641
