,unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level12,level17,level18,level19,calsys,ft_ug,ft_ftug,ftgdnidp,pt_ug,pt_ftug,ptgdnidp,docpp,docppsp,openadmp,vet1,vet2,vet3,vet4,vet5,vet9,credits1,credits2,credits3,credits4,slo5,slo51,slo52,slo53,slo6,slo7,slo8,slo81,slo82,slo83,slo9,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libres1,libres2,libres3,libres4,libres5,libres6,libres9,tuitpl,tuitpl1,tuitpl2,tuitpl3,tuitpl4,dstnugc,dstnugp,dstnugn,dstngc,dstngp,dstngn,distcrs,distpgs,dstnced1,dstnced2,dstnced3,distnced,disab,xdisabpc,disabpct,alloncam,tuitvary,room,xroomcap,roomcap,board,xmealswk,mealswk,xroomamt,roomamt,xbordamt,boardamt,xrmbdamt,rmbrdamt,xappfeeu,applfeeu,xappfeeg,applfeeg,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,survey_year,fall_year,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,admcon9,xapplcn,applcn,xapplcnm,applcnm,xapplcnw,applcnw,xadmssn,admssn,xadmssnm,admssnm,xadmssnw,admssnw,xenrlt,enrlt,xenrlm,enrlm,xenrlw,enrlw,xenrlft,enrlft,xenrlftm,enrlftm,xenrlftw,enrlftw,xenrlpt,enrlpt,xenrlptm,enrlptm,xenrlptw,enrlptw,xsatnum,satnum,xsatpct,satpct,xactnum,actnum,xactpct,actpct,xsatvr25,satvr25,xsatvr75,satvr75,xsatmt25,satmt25,xsatmt75,satmt75,xactcm25,actcm25,xactcm75,actcm75,xacten25,acten25,xacten75,acten75,xactmt25,actmt25,xactmt75,actmt75 
1126,151607.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,6.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,151652.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,125,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,151661.0,1.0,1.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,151777.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-2.0,-2.0,58.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,R,5 ,2.0,2.0,1.0,R,1040,2.0,A,.,R,5250,R,4530,A,.,R,0,R,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,1.0,175.0,1.0,175.0,1.0,175.0,2018.0,2018.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,R,4253.0,R,2009.0,R,2244.0,R,2523.0,R,1143.0,R,1380.0,R,408.0,R,195.0,R,213.0,R,408.0,R,195.0,R,213.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
1130,151786.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-2.0,-2.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,R,7 ,2.0,2.0,1.0,R,929,2.0,A,.,R,5200,R,5440,A,.,R,35,R,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,356.0,1.0,305.0,1.0,305.0,1.0,305.0,2018.0,2018.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,R,2325.0,R,971.0,R,1354.0,R,1427.0,R,597.0,R,830.0,R,425.0,R,210.0,R,215.0,R,424.0,R,209.0,R,215.0,R,1.0,R,1.0,R,0.0,R,350.0,R,82.0,R,216.0,R,51.0,R,510.0,R,600.0,R,510.0,R,600.0,R,20.0,R,26.0,R,18.0,R,25.0,R,18.0,R,26.0
1131,151801.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,-2.0,-2.0,89.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,A,. ,2.0,2.0,1.0,R,2771,1.0,R,21,R,4240,R,4240,A,.,R,0,R,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,356.0,1.0,305.0,1.0,305.0,1.0,305.0,2018.0,2018.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,R,4733.0,R,1657.0,R,3076.0,R,3232.0,R,1114.0,R,2118.0,R,718.0,R,263.0,R,455.0,R,718.0,R,263.0,R,455.0,R,0.0,R,0.0,R,0.0,R,467.0,R,65.0,R,361.0,R,50.0,R,510.0,R,620.0,R,500.0,R,600.0,R,21.0,R,26.0,R,20.0,R,27.0,R,19.0,R,26.0
1132,151810.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,A,. ,2.0,2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,25,R,55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,151865.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,-2.0,-2.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,1.0,1.0,-2.0,1.0,0.0,2.0,-2.0,A,. ,-2.0,2.0,1.0,R,45,3.0,A,.,R,3033,A,.,A,.,A,.,R,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,151962.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,-2.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,-2.0,0.0,2.0,1.0,A,. ,2.0,2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,50,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,152044.0,1.0,1.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,100,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,152080.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-2.0,-2.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,R,9 ,2.0,2.0,1.0,R,6397,1.0,R,21,A,.,A,.,R,15410,R,75,R,75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0,1.0,102.0,1.0,102.0,1.0,102.0,2018.0,2018.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,R,20371.0,R,10385.0,R,9986.0,R,3608.0,R,1890.0,R,1718.0,R,2070.0,R,1082.0,R,988.0,R,2070.0,R,1082.0,R,988.0,A,,A,,A,,R,822.0,R,40.0,R,1248.0,R,60.0,R,690.0,R,760.0,R,710.0,R,790.0,R,33.0,R,35.0,A,,A,,A,,A,
1137,152099.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,-2.0,-2.0,105.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,A,. ,2.0,2.0,1.0,R,318,1.0,R,19,R,3400,R,6500,A,.,R,0,R,35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,1.0,141.0,1.0,141.0,1.0,141.0,2018.0,2018.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,R,1010.0,R,334.0,R,676.0,R,502.0,R,179.0,R,323.0,R,140.0,R,75.0,R,65.0,R,116.0,R,54.0,R,62.0,R,24.0,R,21.0,R,3.0,R,77.0,R,55.0,R,58.0,R,41.0,R,450.0,R,560.0,R,462.0,R,550.0,R,16.0,R,22.0,R,15.0,R,22.0,R,16.0,R,21.0
1138,152150.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,100,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,152275.0,1.0,1.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,152309.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,152318.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,-2.0,-2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,R,8 ,2.0,2.0,1.0,R,1295,1.0,R,18,R,8988,R,5778,A,.,R,50,R,75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,1.0,175.0,1.0,175.0,1.0,175.0,2018.0,2018.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,R,4471.0,R,3480.0,R,991.0,R,3049.0,R,2292.0,R,757.0,R,501.0,R,395.0,R,106.0,R,501.0,R,395.0,R,106.0,A,,A,,A,,R,345.0,R,69.0,R,305.0,R,61.0,R,610.0,R,700.0,R,660.0,R,780.0,R,28.0,R,33.0,R,26.0,R,34.0,R,28.0,R,34.0
1142,152327.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,100,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,152336.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-2.0,-2.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,R,5 ,2.0,2.0,1.0,R,431,1.0,R,19,A,.,A,.,R,9840,R,0,R,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,356.0,1.0,305.0,1.0,305.0,1.0,305.0,2018.0,2018.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,R,1490.0,R,536.0,R,954.0,R,1392.0,R,491.0,R,901.0,R,347.0,R,120.0,R,227.0,R,342.0,R,119.0,R,223.0,R,5.0,R,1.0,R,4.0,R,283.0,R,82.0,R,117.0,R,34.0,R,480.0,R,590.0,R,475.0,R,560.0,R,18.0,R,24.0,R,17.0,R,24.0,R,16.0,R,23.0
1144,152381.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-2.0,-2.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,A,. ,2.0,2.0,1.0,R,324,1.0,R,19,R,4300,R,6614,A,.,R,0,R,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,R,638.0,R,108.0,R,530.0,R,460.0,R,77.0,R,383.0,R,168.0,R,32.0,R,136.0,R,163.0,R,32.0,R,131.0,R,5.0,R,0.0,R,5.0,R,36.0,R,21.0,R,133.0,R,79.0,R,470.0,R,570.0,R,450.0,R,540.0,R,16.0,R,23.0,R,15.0,R,23.0,R,16.0,R,22.0
1145,152390.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-2.0,-2.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,R,20 ,2.0,2.0,1.0,R,1243,1.0,R,21,R,7800,R,4780,A,.,R,0,R,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,180.0,2.0,-2.0,1.0,180.0,2018.0,2018.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,R,1862.0,R,0.0,R,1862.0,R,1525.0,A,,R,1525.0,R,403.0,A,,R,403.0,R,403.0,A,,R,403.0,A,,A,,A,,R,263.0,R,65.0,R,233.0,R,58.0,R,540.0,R,650.0,R,510.0,R,610.0,R,22.0,R,28.0,R,22.0,R,30.0,R,20.0,R,27.0
1146,152415.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,6.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
