,unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level12,level17,level18,level19,calsys,ft_ug,ft_ftug,ftgdnidp,pt_ug,pt_ftug,ptgdnidp,docpp,docppsp,openadmp,vet1,vet2,vet3,vet4,vet5,vet9,credits1,credits2,credits3,credits4,slo5,slo51,slo52,slo53,slo6,slo7,slo8,slo81,slo82,slo83,slo9,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libres1,libres2,libres3,libres4,libres5,libres6,libres9,tuitpl,tuitpl1,tuitpl2,tuitpl3,tuitpl4,dstnugc,dstnugp,dstnugn,dstngc,dstngp,dstngn,distcrs,distpgs,dstnced1,dstnced2,dstnced3,distnced,disab,xdisabpc,disabpct,alloncam,tuitvary,room,xroomcap,roomcap,board,xmealswk,mealswk,xroomamt,roomamt,xbordamt,boardamt,xrmbdamt,rmbrdamt,xappfeeu,applfeeu,xappfeeg,applfeeg,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,survey_year,fall_year,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,admcon9,xapplcn,applcn,xapplcnm,applcnm,xapplcnw,applcnw,xadmssn,admssn,xadmssnm,admssnm,xadmssnw,admssnw,xenrlt,enrlt,xenrlm,enrlm,xenrlw,enrlw,xenrlft,enrlft,xenrlftm,enrlftm,xenrlftw,enrlftw,xenrlpt,enrlpt,xenrlptm,enrlptm,xenrlptw,enrlptw,xsatnum,satnum,xsatpct,satpct,xactnum,actnum,xactpct,actpct,xsatvr25,satvr25,xsatvr75,satvr75,xsatmt25,satmt25,xsatmt75,satmt75,xactcm25,actcm25,xactcm75,actcm75,xacten25,acten25,xacten75,acten75,xactmt25,actmt25,xactmt75,actmt75 
4274,381404.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,6.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,381459.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-2.0,-2.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,1.0,1.0,-2.0,1.0,0.0,2.0,-2.0,A,. ,-2.0,2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,A,.,R,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,381486.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,55,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,381699.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,100,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,381732.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,2.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,50,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,381866.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,6.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,50,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,381945.0,1.0,0.0,-2.0,0.0,0.0,0.0,3.0,-2.0,-2.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,100,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,382063.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,A,. ,-2.0,2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,R,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,382258.0,1.0,0.0,-2.0,0.0,1.0,1.0,1.0,4.0,2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,6.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,382267.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,1.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,382416.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,4.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,6.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,R,11.0,R,2.0,R,9.0,R,11.0,R,2.0,R,9.0,R,11.0,R,2.0,R,9.0,R,11.0,R,2.0,R,9.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
4285,382461.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,100,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,382504.0,0.0,1.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,2.0,1.0,R,136,3.0,A,.,R,6560,A,.,A,.,R,50,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,382780.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,382896.0,1.0,1.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,382902.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,7.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,100,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,382911.0,1.0,1.0,-2.0,0.0,1.0,0.0,1.0,2.0,5.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,0.0,1.0,-2.0,0.0,2.0,1.0,A,. ,2.0,1.0,1.0,R,57,1.0,R,19,R,1550,R,4070,A,.,R,0,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,382957.0,1.0,1.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,0.0,1.0,-2.0,0.0,2.0,1.0,A,. ,2.0,2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,25,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,383020.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,A,. ,-2.0,2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,65,R,65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,383084.0,1.0,0.0,-2.0,1.0,1.0,1.0,1.0,4.0,0.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,0,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,383163.0,1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,6.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,1.0,A,. ,2.0,-2.0,2.0,A,.,3.0,A,.,A,.,A,.,A,.,R,100,A,.,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,383190.0,1.0,1.0,-2.0,1.0,1.0,0.0,1.0,2.0,0.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,0.0,1.0,-2.0,0.0,2.0,2.0,R,4 ,2.0,1.0,1.0,R,40,2.0,A,.,R,3544,R,5452,A,.,R,25,A,.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
